     455  419522.312 3857067.000       -21.5270004272         0.2550182343
     456  419782.094 3857217.000       -20.3439998627         0.2408435792
     457  420041.938 3857367.000       -19.7770004272         0.2265249193
     458  420301.812 3857517.000       -18.8509998322         0.2107359171
     459  420561.594 3857667.000       -18.3199996948         0.1949687749
     460  420821.406 3857817.000       -17.2059993744         0.1837298125
     461  421081.188 3857967.000       -16.8020000458         0.1805276871
     462  421337.125 3858114.750       -16.3910007477         0.1861007661
     463  421582.094 3858256.250       -16.2310009003         0.1981619895
     464  421813.188 3858389.500       -16.2150001526         0.2101630270
     465  422031.250 3858515.500       -16.4909992218         0.2157679498
     466  422236.938 3858634.250       -16.7539997101         0.2206639498
     467  422430.938 3858746.250       -16.5079994202         0.2290057689
     468  422614.000 3858852.000       -16.0949993134         0.2400076389
     469  422786.688 3858951.750       -16.1669998169         0.2501690686
     470  422949.594 3859045.750       -16.1889991760         0.2589777708
     471  423103.312 3859134.500       -15.8789997101         0.1966824830
     472  423248.312 3859218.250       -15.4469995499         0.2016778886
     473  413396.812 3853877.000        -5.0529999733         0.0000000000
     474  413656.594 3854027.000        -9.5200004578         0.0659381598
     475  413916.406 3854177.000       -12.5839996338         0.1247048005
     476  414176.188 3854327.000       -13.3479995728         0.1537632048
     477  414436.000 3854477.000       -18.3959999084         0.1439073682
     478  414695.812 3854627.000        -7.2500000000         0.1069712192
     479  414955.594 3854777.000        -7.0960001945         0.0719371662
     480  415215.406 3854927.000        -8.2049999237         0.0463070050
     481  415475.188 3855077.000        -7.2270002365         0.0273460262
     482  416254.594 3855527.000        -4.7680001259         0.0971388668
     483  416514.438 3855677.000       -20.8220005035         0.1062990576
